"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KWT","OILPROD","TOT","KTOE","A","1986",57286.2948,
"KWT","OILPROD","TOT","KTOE","A","1987",62281.98,
"KWT","OILPROD","TOT","KTOE","A","1988",73867.4585,
"KWT","OILPROD","TOT","KTOE","A","1989",88293.6805,
"KWT","OILPROD","TOT","KTOE","A","1990",44873.7901,
"KWT","OILPROD","TOT","KTOE","A","1991",9285.2484,
"KWT","OILPROD","TOT","KTOE","A","1992",54676.184,
"KWT","OILPROD","TOT","KTOE","A","1993",96872.8071,
"KWT","OILPROD","TOT","KTOE","A","1994",103351.8561,
"KWT","OILPROD","TOT","KTOE","A","1995",103352.8721,
"KWT","OILPROD","TOT","KTOE","A","1996",103582.4887,
"KWT","OILPROD","TOT","KTOE","A","1997",103374.2082,
"KWT","OILPROD","TOT","KTOE","A","1998",105663.2622,
"KWT","OILPROD","TOT","KTOE","A","1999",96455.23,
"KWT","OILPROD","TOT","KTOE","A","2000",102491.3019,
"KWT","OILPROD","TOT","KTOE","A","2001",100283.528,
"KWT","OILPROD","TOT","KTOE","A","2002",89922.3328,
"KWT","OILPROD","TOT","KTOE","A","2003",108553.7898,
"KWT","OILPROD","TOT","KTOE","A","2004",118202.7672,
"KWT","OILPROD","TOT","KTOE","A","2005",132542.629,
"KWT","OILPROD","TOT","KTOE","A","2006",136207.3506,
"KWT","OILPROD","TOT","KTOE","A","2007",132603.5891,
"KWT","OILPROD","TOT","KTOE","A","2008",138207.8599,
"KWT","OILPROD","TOT","KTOE","A","2009",116485.7227,
"KWT","OILPROD","TOT","KTOE","A","2010",119087.7056,
"KWT","OILPROD","TOT","KTOE","A","2011",136937.8565,
"KWT","OILPROD","TOT","KTOE","A","2012",153734.4128,
"KWT","OILPROD","TOT","KTOE","A","2013",150480.1562,
"KWT","OILPROD","TOT","KTOE","A","2014",147644.4927,
"KWT","OILPROD","TOT","KTOE","A","2015",147238.0917,
"KWT","OILPROD","TOT","KTOE","A","2016",152154.5286,
"KWT","OILPROD","TOT","KTOE","A","2017",139283.5243,
"KWT","OILPROD","TOT","KTOE","A","2018",140950.615,
"KWT","OILPROD","TOT","KTOE","A","2019",137914.4607,
"KWT","OILPROD","TOT","KTOE","A","2020",125966.5517,
"KWT","OILPROD","TOT","KTOE","A","2021",125701.379,
"KGZ","OILPROD","TOT","KTOE","A","1960",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1961",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1962",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1963",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1964",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1965",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1966",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1967",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1968",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1969",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1970",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1971",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1972",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1973",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1974",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1975",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1976",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1977",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1978",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1979",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1980",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1981",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1982",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1983",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1984",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1985",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1986",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1987",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1988",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1989",,"L"
"KGZ","OILPROD","TOT","KTOE","A","1990",158.7887,
"KGZ","OILPROD","TOT","KTOE","A","1991",143.7138,
"KGZ","OILPROD","TOT","KTOE","A","1992",113.5641,
"KGZ","OILPROD","TOT","KTOE","A","1993",88.4393,
"KGZ","OILPROD","TOT","KTOE","A","1994",88.4393,
"KGZ","OILPROD","TOT","KTOE","A","1995",89.4443,
"KGZ","OILPROD","TOT","KTOE","A","1996",84.4193,
"KGZ","OILPROD","TOT","KTOE","A","1997",85.4243,
"KGZ","OILPROD","TOT","KTOE","A","1998",78.3894,
"KGZ","OILPROD","TOT","KTOE","A","1999",77.3844,
"KGZ","OILPROD","TOT","KTOE","A","2000",77.3844,
"KGZ","OILPROD","TOT","KTOE","A","2001",76.3794,
"KGZ","OILPROD","TOT","KTOE","A","2002",76.3794,
"KGZ","OILPROD","TOT","KTOE","A","2003",70.3494,
"KGZ","OILPROD","TOT","KTOE","A","2004",74.3694,
"KGZ","OILPROD","TOT","KTOE","A","2005",78.3894,
"KGZ","OILPROD","TOT","KTOE","A","2006",71.3544,
"KGZ","OILPROD","TOT","KTOE","A","2007",69.3444,
"KGZ","OILPROD","TOT","KTOE","A","2008",71.3544,
"KGZ","OILPROD","TOT","KTOE","A","2009",77.3844,
"KGZ","OILPROD","TOT","KTOE","A","2010",83.4143,
"KGZ","OILPROD","TOT","KTOE","A","2011",77.3844,
"KGZ","OILPROD","TOT","KTOE","A","2012",79.3944,
"KGZ","OILPROD","TOT","KTOE","A","2013",84.4193,
"KGZ","OILPROD","TOT","KTOE","A","2014",82.4093,
"KGZ","OILPROD","TOT","KTOE","A","2015",107.5341,
"KGZ","OILPROD","TOT","KTOE","A","2016",145.7238,
"KGZ","OILPROD","TOT","KTOE","A","2017",174.0646,
"KGZ","OILPROD","TOT","KTOE","A","2018",200.9984,
"KGZ","OILPROD","TOT","KTOE","A","2019",234.2636,
"KGZ","OILPROD","TOT","KTOE","A","2020",240.3941,
"KGZ","OILPROD","TOT","KTOE","A","2021",223.5856,
"LBN","OILPROD","TOT","KTOE","A","1960",,"L"
"LBN","OILPROD","TOT","KTOE","A","1961",,"L"
"LBN","OILPROD","TOT","KTOE","A","1962",,"L"
"LBN","OILPROD","TOT","KTOE","A","1963",,"L"
"LBN","OILPROD","TOT","KTOE","A","1964",,"L"
"LBN","OILPROD","TOT","KTOE","A","1965",,"L"
"LBN","OILPROD","TOT","KTOE","A","1966",,"L"
"LBN","OILPROD","TOT","KTOE","A","1967",,"L"
"LBN","OILPROD","TOT","KTOE","A","1968",,"L"
"LBN","OILPROD","TOT","KTOE","A","1969",,"L"
"LBN","OILPROD","TOT","KTOE","A","1970",,"L"
"LBN","OILPROD","TOT","KTOE","A","1971",0,
"LBN","OILPROD","TOT","KTOE","A","1972",0,
"LBN","OILPROD","TOT","KTOE","A","1973",0,
"LBN","OILPROD","TOT","KTOE","A","1974",0,
"LBN","OILPROD","TOT","KTOE","A","1975",0,
"LBN","OILPROD","TOT","KTOE","A","1976",0,
"LBN","OILPROD","TOT","KTOE","A","1977",0,
"LBN","OILPROD","TOT","KTOE","A","1978",0,
"LBN","OILPROD","TOT","KTOE","A","1979",0,
"LBN","OILPROD","TOT","KTOE","A","1980",0,
"LBN","OILPROD","TOT","KTOE","A","1981",0,
"LBN","OILPROD","TOT","KTOE","A","1982",0,
"LBN","OILPROD","TOT","KTOE","A","1983",0,
"LBN","OILPROD","TOT","KTOE","A","1984",0,
"LBN","OILPROD","TOT","KTOE","A","1985",0,
"LBN","OILPROD","TOT","KTOE","A","1986",0,
"LBN","OILPROD","TOT","KTOE","A","1987",0,
"LBN","OILPROD","TOT","KTOE","A","1988",0,
"LBN","OILPROD","TOT","KTOE","A","1989",0,
"LBN","OILPROD","TOT","KTOE","A","1990",0,
"LBN","OILPROD","TOT","KTOE","A","1991",0,
"LBN","OILPROD","TOT","KTOE","A","1992",0,
"LBN","OILPROD","TOT","KTOE","A","1993",0,
"LBN","OILPROD","TOT","KTOE","A","1994",0,
"LBN","OILPROD","TOT","KTOE","A","1995",0,
"LBN","OILPROD","TOT","KTOE","A","1996",0,
"LBN","OILPROD","TOT","KTOE","A","1997",0,
"LBN","OILPROD","TOT","KTOE","A","1998",0,
"LBN","OILPROD","TOT","KTOE","A","1999",0,
"LBN","OILPROD","TOT","KTOE","A","2000",0,
"LBN","OILPROD","TOT","KTOE","A","2001",0,
"LBN","OILPROD","TOT","KTOE","A","2002",0,
"LBN","OILPROD","TOT","KTOE","A","2003",0,
"LBN","OILPROD","TOT","KTOE","A","2004",0,
"LBN","OILPROD","TOT","KTOE","A","2005",0,
"LBN","OILPROD","TOT","KTOE","A","2006",0,
"LBN","OILPROD","TOT","KTOE","A","2007",0,
"LBN","OILPROD","TOT","KTOE","A","2008",0,
"LBN","OILPROD","TOT","KTOE","A","2009",0,
"LBN","OILPROD","TOT","KTOE","A","2010",0,
"LBN","OILPROD","TOT","KTOE","A","2011",0,
"LBN","OILPROD","TOT","KTOE","A","2012",0,
"LBN","OILPROD","TOT","KTOE","A","2013",0,
"LBN","OILPROD","TOT","KTOE","A","2014",0,
"LBN","OILPROD","TOT","KTOE","A","2015",0,
"LBN","OILPROD","TOT","KTOE","A","2016",0,
"LBN","OILPROD","TOT","KTOE","A","2017",0,
"LBN","OILPROD","TOT","KTOE","A","2018",0,
"LBN","OILPROD","TOT","KTOE","A","2019",0,
"LBN","OILPROD","TOT","KTOE","A","2020",0,
"LBN","OILPROD","TOT","KTOE","A","2021",0,
"LBY","OILPROD","TOT","KTOE","A","1960",,"L"
"LBY","OILPROD","TOT","KTOE","A","1961",,"L"
"LBY","OILPROD","TOT","KTOE","A","1962",,"L"
"LBY","OILPROD","TOT","KTOE","A","1963",,"L"
"LBY","OILPROD","TOT","KTOE","A","1964",,"L"
"LBY","OILPROD","TOT","KTOE","A","1965",,"L"
"LBY","OILPROD","TOT","KTOE","A","1966",,"L"
"LBY","OILPROD","TOT","KTOE","A","1967",,"L"
"LBY","OILPROD","TOT","KTOE","A","1968",,"L"
"LBY","OILPROD","TOT","KTOE","A","1969",,"L"
"LBY","OILPROD","TOT","KTOE","A","1970",,"L"
"LBY","OILPROD","TOT","KTOE","A","1971",136070.9852,
"LBY","OILPROD","TOT","KTOE","A","1972",111259.9438,
"LBY","OILPROD","TOT","KTOE","A","1973",107582.2941,
"LBY","OILPROD","TOT","KTOE","A","1974",75345.091,
"LBY","OILPROD","TOT","KTOE","A","1975",73095.9838,
"LBY","OILPROD","TOT","KTOE","A","1976",96224.8163,
"LBY","OILPROD","TOT","KTOE","A","1977",101959.5261,
"LBY","OILPROD","TOT","KTOE","A","1978",98043.6148,
"LBY","OILPROD","TOT","KTOE","A","1979",103451.742,
"LBY","OILPROD","TOT","KTOE","A","1980",90824.905,
"LBY","OILPROD","TOT","KTOE","A","1981",60232.9392,
"LBY","OILPROD","TOT","KTOE","A","1982",56178.3844,
"LBY","OILPROD","TOT","KTOE","A","1983",53336.7042,
"LBY","OILPROD","TOT","KTOE","A","1984",53505.1305,
"LBY","OILPROD","TOT","KTOE","A","1985",51925.6205,
"LBY","OILPROD","TOT","KTOE","A","1986",51479.907,
"LBY","OILPROD","TOT","KTOE","A","1987",50095.525,
"LBY","OILPROD","TOT","KTOE","A","1988",53207.3035,
"LBY","OILPROD","TOT","KTOE","A","1989",54348.2889,
"LBY","OILPROD","TOT","KTOE","A","1990",66711.1895,
"LBY","OILPROD","TOT","KTOE","A","1991",74772.0308,
"LBY","OILPROD","TOT","KTOE","A","1992",70982.4392,
"LBY","OILPROD","TOT","KTOE","A","1993",67304.7895,
"LBY","OILPROD","TOT","KTOE","A","1994",67996.9805,
"LBY","OILPROD","TOT","KTOE","A","1995",69186.2345,
"LBY","OILPROD","TOT","KTOE","A","1996",69125.6421,
"LBY","OILPROD","TOT","KTOE","A","1997",69023.9701,
"LBY","OILPROD","TOT","KTOE","A","1998",71658.1984,
"LBY","OILPROD","TOT","KTOE","A","1999",63654.8685,
"LBY","OILPROD","TOT","KTOE","A","2000",66804.6456,
"LBY","OILPROD","TOT","KTOE","A","2001",65449.0193,
"LBY","OILPROD","TOT","KTOE","A","2002",65079.3031,
"LBY","OILPROD","TOT","KTOE","A","2003",70816.0669,
"LBY","OILPROD","TOT","KTOE","A","2004",80113.4036,
"LBY","OILPROD","TOT","KTOE","A","2005",83730.461,
"LBY","OILPROD","TOT","KTOE","A","2006",87090.7709,
"LBY","OILPROD","TOT","KTOE","A","2007",88580.9328,
"LBY","OILPROD","TOT","KTOE","A","2008",87199.6318,
"LBY","OILPROD","TOT","KTOE","A","2009",80275.668,
"LBY","OILPROD","TOT","KTOE","A","2010",83459.3357,
"LBY","OILPROD","TOT","KTOE","A","2011",24197.9286,
"LBY","OILPROD","TOT","KTOE","A","2012",71902.6219,
"LBY","OILPROD","TOT","KTOE","A","2013",49398.1991,
"LBY","OILPROD","TOT","KTOE","A","2014",23736.8103,
"LBY","OILPROD","TOT","KTOE","A","2015",19861.9786,
"LBY","OILPROD","TOT","KTOE","A","2016",18684.0215,
"LBY","OILPROD","TOT","KTOE","A","2017",43464.1506,
"LBY","OILPROD","TOT","KTOE","A","2018",54777.2943,
"LBY","OILPROD","TOT","KTOE","A","2019",61321.235,
"LBY","OILPROD","TOT","KTOE","A","2020",19253.6033,
"LBY","OILPROD","TOT","KTOE","A","2021",62175.7909,
"MNG","OILPROD","TOT","KTOE","A","1960",,"L"
"MNG","OILPROD","TOT","KTOE","A","1961",,"L"
"MNG","OILPROD","TOT","KTOE","A","1962",,"L"
"MNG","OILPROD","TOT","KTOE","A","1963",,"L"
"MNG","OILPROD","TOT","KTOE","A","1964",,"L"
"MNG","OILPROD","TOT","KTOE","A","1965",,"L"
"MNG","OILPROD","TOT","KTOE","A","1966",,"L"
"MNG","OILPROD","TOT","KTOE","A","1967",,"L"
"MNG","OILPROD","TOT","KTOE","A","1968",,"L"
"MNG","OILPROD","TOT","KTOE","A","1969",,"L"
"MNG","OILPROD","TOT","KTOE","A","1970",,"L"
"MNG","OILPROD","TOT","KTOE","A","1971",,"L"
"MNG","OILPROD","TOT","KTOE","A","1972",,"L"
"MNG","OILPROD","TOT","KTOE","A","1973",,"L"
"MNG","OILPROD","TOT","KTOE","A","1974",,"L"
"MNG","OILPROD","TOT","KTOE","A","1975",,"L"
"MNG","OILPROD","TOT","KTOE","A","1976",,"L"
"MNG","OILPROD","TOT","KTOE","A","1977",,"L"
"MNG","OILPROD","TOT","KTOE","A","1978",,"L"
"MNG","OILPROD","TOT","KTOE","A","1979",,"L"
"MNG","OILPROD","TOT","KTOE","A","1980",,"L"
"MNG","OILPROD","TOT","KTOE","A","1981",,"L"
"MNG","OILPROD","TOT","KTOE","A","1982",,"L"
"MNG","OILPROD","TOT","KTOE","A","1983",,"L"
"MNG","OILPROD","TOT","KTOE","A","1984",,"L"
"MNG","OILPROD","TOT","KTOE","A","1985",0,
"MNG","OILPROD","TOT","KTOE","A","1986",0,
"MNG","OILPROD","TOT","KTOE","A","1987",0,
"MNG","OILPROD","TOT","KTOE","A","1988",0,
"MNG","OILPROD","TOT","KTOE","A","1989",0,
"MNG","OILPROD","TOT","KTOE","A","1990",0,
"MNG","OILPROD","TOT","KTOE","A","1991",0,
"MNG","OILPROD","TOT","KTOE","A","1992",0,
"MNG","OILPROD","TOT","KTOE","A","1993",0,
"MNG","OILPROD","TOT","KTOE","A","1994",0,
"MNG","OILPROD","TOT","KTOE","A","1995",0,
"MNG","OILPROD","TOT","KTOE","A","1996",0,
"MNG","OILPROD","TOT","KTOE","A","1997",0,
"MNG","OILPROD","TOT","KTOE","A","1998",0,
"MNG","OILPROD","TOT","KTOE","A","1999",10.07,
"MNG","OILPROD","TOT","KTOE","A","2000",9.063,
"MNG","OILPROD","TOT","KTOE","A","2001",10.07,
"MNG","OILPROD","TOT","KTOE","A","2002",19.133,
"MNG","OILPROD","TOT","KTOE","A","2003",25.175,
"MNG","OILPROD","TOT","KTOE","A","2004",30.2099,
"MNG","OILPROD","TOT","KTOE","A","2005",27.189,
"MNG","OILPROD","TOT","KTOE","A","2006",52.3639,
"MNG","OILPROD","TOT","KTOE","A","2007",116.8118,
"MNG","OILPROD","TOT","KTOE","A","2008",162.1267,
"MNG","OILPROD","TOT","KTOE","A","2009",257.7915,
"MNG","OILPROD","TOT","KTOE","A","2010",301.0925,
"MNG","OILPROD","TOT","KTOE","A","2011",351.4424,
"MNG","OILPROD","TOT","KTOE","A","2012",501.4851,
"MNG","OILPROD","TOT","KTOE","A","2013",707.9197,
"MNG","OILPROD","TOT","KTOE","A","2014",1021.0962,
"MNG","OILPROD","TOT","KTOE","A","2015",1209.4048,
"MNG","OILPROD","TOT","KTOE","A","2016",1137.9079,
"MNG","OILPROD","TOT","KTOE","A","2017",1051.7059,
"MNG","OILPROD","TOT","KTOE","A","2018",881.2755,
"MNG","OILPROD","TOT","KTOE","A","2019",948.5238,
"MNG","OILPROD","TOT","KTOE","A","2020",566.3881,
"MNG","OILPROD","TOT","KTOE","A","2021",537.2134,
"MAR","OILPROD","TOT","KTOE","A","1960",,"L"
"MAR","OILPROD","TOT","KTOE","A","1961",,"L"
"MAR","OILPROD","TOT","KTOE","A","1962",,"L"
"MAR","OILPROD","TOT","KTOE","A","1963",,"L"
"MAR","OILPROD","TOT","KTOE","A","1964",,"L"
"MAR","OILPROD","TOT","KTOE","A","1965",,"L"
"MAR","OILPROD","TOT","KTOE","A","1966",,"L"
"MAR","OILPROD","TOT","KTOE","A","1967",,"L"
"MAR","OILPROD","TOT","KTOE","A","1968",,"L"
"MAR","OILPROD","TOT","KTOE","A","1969",,"L"
"MAR","OILPROD","TOT","KTOE","A","1970",,"L"
"MAR","OILPROD","TOT","KTOE","A","1971",21.3899,
"MAR","OILPROD","TOT","KTOE","A","1972",26.0398,
"MAR","OILPROD","TOT","KTOE","A","1973",39.0598,
"MAR","OILPROD","TOT","KTOE","A","1974",23.2499,
"MAR","OILPROD","TOT","KTOE","A","1975",18.5999,
"MAR","OILPROD","TOT","KTOE","A","1976",8.3699,
"MAR","OILPROD","TOT","KTOE","A","1977",20.4599,
"MAR","OILPROD","TOT","KTOE","A","1978",22.3199,
"MAR","OILPROD","TOT","KTOE","A","1979",17.6699,
"MAR","OILPROD","TOT","KTOE","A","1980",13.0199,
"MAR","OILPROD","TOT","KTOE","A","1981",17.6699,
"MAR","OILPROD","TOT","KTOE","A","1982",14.8799,
"MAR","OILPROD","TOT","KTOE","A","1983",15.8099,
"MAR","OILPROD","TOT","KTOE","A","1984",14.8799,
"MAR","OILPROD","TOT","KTOE","A","1985",20.4599,
"MAR","OILPROD","TOT","KTOE","A","1986",22.3199,
"MAR","OILPROD","TOT","KTOE","A","1987",16.7399,
"MAR","OILPROD","TOT","KTOE","A","1988",18.5999,
"MAR","OILPROD","TOT","KTOE","A","1989",12.0899,
"MAR","OILPROD","TOT","KTOE","A","1990",13.9499,
"MAR","OILPROD","TOT","KTOE","A","1991",11.1599,
"MAR","OILPROD","TOT","KTOE","A","1992",10.2299,
"MAR","OILPROD","TOT","KTOE","A","1993",9.2999,
"MAR","OILPROD","TOT","KTOE","A","1994",7.44,
"MAR","OILPROD","TOT","KTOE","A","1995",4.65,
"MAR","OILPROD","TOT","KTOE","A","1996",4.65,
"MAR","OILPROD","TOT","KTOE","A","1997",11.1599,
"MAR","OILPROD","TOT","KTOE","A","1998",11.1599,
"MAR","OILPROD","TOT","KTOE","A","1999",10.2299,
"MAR","OILPROD","TOT","KTOE","A","2000",12.0899,
"MAR","OILPROD","TOT","KTOE","A","2001",9.2999,
"MAR","OILPROD","TOT","KTOE","A","2002",12.0899,
"MAR","OILPROD","TOT","KTOE","A","2003",9.2999,
"MAR","OILPROD","TOT","KTOE","A","2004",10.2299,
"MAR","OILPROD","TOT","KTOE","A","2005",6.51,
"MAR","OILPROD","TOT","KTOE","A","2006",9.2999,
"MAR","OILPROD","TOT","KTOE","A","2007",10.2299,
"MAR","OILPROD","TOT","KTOE","A","2008",8.3699,
"MAR","OILPROD","TOT","KTOE","A","2009",7.44,
"MAR","OILPROD","TOT","KTOE","A","2010",9.2999,
"MAR","OILPROD","TOT","KTOE","A","2011",9.2999,
"MAR","OILPROD","TOT","KTOE","A","2012",6.51,
"MAR","OILPROD","TOT","KTOE","A","2013",7.44,
"MAR","OILPROD","TOT","KTOE","A","2014",4.65,
"MAR","OILPROD","TOT","KTOE","A","2015",4.65,
"MAR","OILPROD","TOT","KTOE","A","2016",4.65,
"MAR","OILPROD","TOT","KTOE","A","2017",4.3152,
"MAR","OILPROD","TOT","KTOE","A","2018",4.5012,
"MAR","OILPROD","TOT","KTOE","A","2019",4.0315,
"MAR","OILPROD","TOT","KTOE","A","2020",3.8111,
"MAR","OILPROD","TOT","KTOE","A","2021",3.0188,
"MMR","OILPROD","TOT","KTOE","A","1960",,"L"
"MMR","OILPROD","TOT","KTOE","A","1961",,"L"
"MMR","OILPROD","TOT","KTOE","A","1962",,"L"
"MMR","OILPROD","TOT","KTOE","A","1963",,"L"
"MMR","OILPROD","TOT","KTOE","A","1964",,"L"
"MMR","OILPROD","TOT","KTOE","A","1965",,"L"
"MMR","OILPROD","TOT","KTOE","A","1966",,"L"
"MMR","OILPROD","TOT","KTOE","A","1967",,"L"
"MMR","OILPROD","TOT","KTOE","A","1968",,"L"
"MMR","OILPROD","TOT","KTOE","A","1969",,"L"
"MMR","OILPROD","TOT","KTOE","A","1970",,"L"
"MMR","OILPROD","TOT","KTOE","A","1971",879.8519,
"MMR","OILPROD","TOT","KTOE","A","1972",976.7163,
"MMR","OILPROD","TOT","KTOE","A","1973",989.8334,
"MMR","OILPROD","TOT","KTOE","A","1974",902.05,
"MMR","OILPROD","TOT","KTOE","A","1975",963.5993,
"MMR","OILPROD","TOT","KTOE","A","1976",1169.4362,
"MMR","OILPROD","TOT","KTOE","A","1977",1355.093,
"MMR","OILPROD","TOT","KTOE","A","1978",1364.1741,
"MMR","OILPROD","TOT","KTOE","A","1979",1427.7414,
"MMR","OILPROD","TOT","KTOE","A","1980",1573.038,
"MMR","OILPROD","TOT","KTOE","A","1981",1491.3086,
"MMR","OILPROD","TOT","KTOE","A","1982",1397.4712,
"MMR","OILPROD","TOT","KTOE","A","1983",1450.9485,
"MMR","OILPROD","TOT","KTOE","A","1984",1599.2721,
"MMR","OILPROD","TOT","KTOE","A","1985",1464.0655,
"MMR","OILPROD","TOT","KTOE","A","1986",1442.8764,
"MMR","OILPROD","TOT","KTOE","A","1987",987.8154,
"MMR","OILPROD","TOT","KTOE","A","1988",738.5913,
"MMR","OILPROD","TOT","KTOE","A","1989",737.5823,
"MMR","OILPROD","TOT","KTOE","A","1990",727.4922,
"MMR","OILPROD","TOT","KTOE","A","1991",765.8344,
"MMR","OILPROD","TOT","KTOE","A","1992",728.5012,
"MMR","OILPROD","TOT","KTOE","A","1993",680.069,
"MMR","OILPROD","TOT","KTOE","A","1994",686.1231,
"MMR","OILPROD","TOT","KTOE","A","1995",477.2591,
"MMR","OILPROD","TOT","KTOE","A","1996",404.6108,
"MMR","OILPROD","TOT","KTOE","A","1997",398.5568,
"MMR","OILPROD","TOT","KTOE","A","1998",385.4397,
"MMR","OILPROD","TOT","KTOE","A","1999",471.2051,
"MMR","OILPROD","TOT","KTOE","A","2000",563.0245,
"MMR","OILPROD","TOT","KTOE","A","2001",658.8799,
"MMR","OILPROD","TOT","KTOE","A","2002",869.7619,
"MMR","OILPROD","TOT","KTOE","A","2003",975.7073,
"MMR","OILPROD","TOT","KTOE","A","2004",989.8334,
"MMR","OILPROD","TOT","KTOE","A","2005",1124.031,
"MMR","OILPROD","TOT","KTOE","A","2006",1058.4457,
"MMR","OILPROD","TOT","KTOE","A","2007",1055.4187,
"MMR","OILPROD","TOT","KTOE","A","2008",1001.9415,
"MMR","OILPROD","TOT","KTOE","A","2009",959.5633,
"MMR","OILPROD","TOT","KTOE","A","2010",927.2751,
"MMR","OILPROD","TOT","KTOE","A","2011",863.7078,
"MMR","OILPROD","TOT","KTOE","A","2012",828.3927,
"MMR","OILPROD","TOT","KTOE","A","2013",858.6628,
"MMR","OILPROD","TOT","KTOE","A","2014",763.8164,
"MMR","OILPROD","TOT","KTOE","A","2015",563.0245,
"MMR","OILPROD","TOT","KTOE","A","2016",594.3036,
"MMR","OILPROD","TOT","KTOE","A","2017",585.5082,
"MMR","OILPROD","TOT","KTOE","A","2018",490.9422,
"MMR","OILPROD","TOT","KTOE","A","2019",436.3137,
"MMR","OILPROD","TOT","KTOE","A","2020",438.7353,
"MMR","OILPROD","TOT","KTOE","A","2021",424.6173,
"NAM","OILPROD","TOT","KTOE","A","1960",,"L"
"NAM","OILPROD","TOT","KTOE","A","1961",,"L"
"NAM","OILPROD","TOT","KTOE","A","1962",,"L"
"NAM","OILPROD","TOT","KTOE","A","1963",,"L"
"NAM","OILPROD","TOT","KTOE","A","1964",,"L"
"NAM","OILPROD","TOT","KTOE","A","1965",,"L"
"NAM","OILPROD","TOT","KTOE","A","1966",,"L"
"NAM","OILPROD","TOT","KTOE","A","1967",,"L"
"NAM","OILPROD","TOT","KTOE","A","1968",,"L"
"NAM","OILPROD","TOT","KTOE","A","1969",,"L"
"NAM","OILPROD","TOT","KTOE","A","1970",,"L"
"NAM","OILPROD","TOT","KTOE","A","1971",,"L"
"NAM","OILPROD","TOT","KTOE","A","1972",,"L"
"NAM","OILPROD","TOT","KTOE","A","1973",,"L"
"NAM","OILPROD","TOT","KTOE","A","1974",,"L"
"NAM","OILPROD","TOT","KTOE","A","1975",,"L"
"NAM","OILPROD","TOT","KTOE","A","1976",,"L"
"NAM","OILPROD","TOT","KTOE","A","1977",,"L"
"NAM","OILPROD","TOT","KTOE","A","1978",,"L"
"NAM","OILPROD","TOT","KTOE","A","1979",,"L"
"NAM","OILPROD","TOT","KTOE","A","1980",,"L"
"NAM","OILPROD","TOT","KTOE","A","1981",,"L"
"NAM","OILPROD","TOT","KTOE","A","1982",,"L"
"NAM","OILPROD","TOT","KTOE","A","1983",,"L"
"NAM","OILPROD","TOT","KTOE","A","1984",,"L"
"NAM","OILPROD","TOT","KTOE","A","1985",,"L"
"NAM","OILPROD","TOT","KTOE","A","1986",,"L"
"NAM","OILPROD","TOT","KTOE","A","1987",,"L"
"NAM","OILPROD","TOT","KTOE","A","1988",,"L"
"NAM","OILPROD","TOT","KTOE","A","1989",,"L"
"NAM","OILPROD","TOT","KTOE","A","1990",,"L"
"NAM","OILPROD","TOT","KTOE","A","1991",0,
"NAM","OILPROD","TOT","KTOE","A","1992",0,
"NAM","OILPROD","TOT","KTOE","A","1993",0,
"NAM","OILPROD","TOT","KTOE","A","1994",0,
"NAM","OILPROD","TOT","KTOE","A","1995",0,
"NAM","OILPROD","TOT","KTOE","A","1996",0,
"NAM","OILPROD","TOT","KTOE","A","1997",0,
"NAM","OILPROD","TOT","KTOE","A","1998",0,
"NAM","OILPROD","TOT","KTOE","A","1999",0,
"NAM","OILPROD","TOT","KTOE","A","2000",0,
"NAM","OILPROD","TOT","KTOE","A","2001",0,
"NAM","OILPROD","TOT","KTOE","A","2002",0,
"NAM","OILPROD","TOT","KTOE","A","2003",0,
"NAM","OILPROD","TOT","KTOE","A","2004",0,
"NAM","OILPROD","TOT","KTOE","A","2005",0,
"NAM","OILPROD","TOT","KTOE","A","2006",0,
"NAM","OILPROD","TOT","KTOE","A","2007",0,
"NAM","OILPROD","TOT","KTOE","A","2008",0,
"NAM","OILPROD","TOT","KTOE","A","2009",0,
